"SRNAME","key","value","fuel","share","period"
"ASCC Alaska Grid","SRGENABM",38918.272,"Wood and Other Biomass",0.00763036527556906,2046
"ASCC Alaska Grid","SRGENABM",38918.272,"Wood and Other Biomass",0.00763036527556906,2047
"ASCC Alaska Grid","SRGENABM",38918.272,"Wood and Other Biomass",0.00763036527556906,2048
"ASCC Alaska Grid","SRGENABM",38918.272,"Wood and Other Biomass",0.00763036527556906,2049
"ASCC Alaska Grid","SRGENABM",38918.272,"Wood and Other Biomass",0.00763036527556906,2050
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2022
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2023
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2024
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2025
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2026
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2027
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2028
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2029
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2030
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2031
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2032
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2033
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2034
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2035
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2036
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2037
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2038
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2039
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2040
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2041
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2042
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2043
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2044
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2045
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2046
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2047
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2048
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2049
"ASCC Alaska Grid","SRGENAWI",81390,"Wind",0.0159574255963514,2050
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2022
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2023
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2024
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2025
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2026
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2027
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2028
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2029
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2030
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2031
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2032
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2033
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2034
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2035
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2036
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2037
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2038
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2039
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2040
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2041
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2042
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2043
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2044
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2045
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2046
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2047
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2048
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2049
"ASCC Alaska Grid","SRGENASO",46,"Solar Photovoltaic",9.01881775933363e-06,2050
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2022
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2023
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2024
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2025
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2026
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2027
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2028
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2029
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2030
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2031
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2032
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2033
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2034
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2035
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2036
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2037
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2038
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2039
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2040
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2041
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2042
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2043
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2044
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2045
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2046
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2047
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2048
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2049
"ASCC Miscellaneous","SRGENAOL",391245.751,"Petroleum",0.246812321014965,2050
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2022
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2023
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2024
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2025
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2026
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2027
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2028
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2029
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2030
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2031
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2032
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2033
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2034
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2035
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2036
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2037
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2038
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2039
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2040
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2041
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2042
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2043
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2044
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2045
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2046
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2047
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2048
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2049
"ASCC Miscellaneous","SRGENAHY",1063542,"Hydropower",0.670921713132926,2050
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2022
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2023
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2024
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2025
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2026
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2027
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2028
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2029
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2030
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2031
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2032
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2033
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2034
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2035
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2036
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2037
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2038
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2039
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2040
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2041
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2042
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2043
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2044
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2045
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2046
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2047
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2048
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2049
"ASCC Miscellaneous","SRGENAWI",27742,"Wind",0.017500681840241,2050
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2022
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2023
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2024
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2025
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2026
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2027
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2028
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2029
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2030
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2031
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2032
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2033
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2034
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2035
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2036
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2037
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2038
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2039
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2040
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2041
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2042
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2043
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2044
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2045
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2046
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2047
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2048
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2049
"ASCC Alaska Grid","SRGENAGS",281200.60812116,"Natural Gas Combined Cycle",0.055132544314316,2050
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2022
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2023
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2024
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2025
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2026
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2027
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2028
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2029
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2030
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2031
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2032
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2033
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2034
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2035
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2036
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2037
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2038
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2039
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2040
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2041
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2042
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2043
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2044
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2045
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2046
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2047
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2048
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2049
"ASCC Alaska Grid","SRGENAGS",2798865.86587884,"Natural Gas Conventional",0.548749156025669,2050
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2022
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2023
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2024
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2025
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2026
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2027
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2028
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2029
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2030
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2031
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2032
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2033
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2034
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2035
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2036
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2037
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2038
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2039
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2040
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2041
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2042
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2043
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2044
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2045
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2046
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2047
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2048
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2049
"ASCC Miscellaneous","SRGENAGS",9373.0565725256,"Natural Gas Combined Cycle",0.00591287149255103,2050
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2022
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2023
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2024
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2025
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2026
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2027
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2028
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2029
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2030
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2031
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2032
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2033
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2034
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2035
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2036
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2037
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2038
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2039
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2040
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2041
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2042
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2043
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2044
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2045
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2046
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2047
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2048
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2049
"ASCC Miscellaneous","SRGENAGS",93292.5724274744,"Natural Gas Conventional",0.0588524125193163,2050
