"Scenario","Year","age","modelYear","LIB"
"Ambitious",2022,0,2022,263
"Ambitious",2022,1,2021,182
"Ambitious",2022,2,2020,153
"Ambitious",2022,3,2019,212
"Ambitious",2022,4,2018,305
"Ambitious",2022,5,2017,235
"Ambitious",2022,6,2016,1051
"Ambitious",2023,0,2023,154
"Ambitious",2023,1,2022,206
"Ambitious",2023,2,2021,142
"Ambitious",2023,3,2020,120
"Ambitious",2023,4,2019,166
"Ambitious",2023,5,2018,238
"Ambitious",2023,6,2017,182
"Ambitious",2023,7,2016,807
"Ambitious",2024,0,2024,278
"Ambitious",2024,1,2023,242
"Ambitious",2024,2,2022,325
"Ambitious",2024,3,2021,224
"Ambitious",2024,4,2020,188
"Ambitious",2024,5,2019,259
"Ambitious",2024,6,2018,369
"Ambitious",2024,7,2017,280
"Ambitious",2024,8,2016,1226
"Ambitious",2025,0,2025,480
"Ambitious",2025,1,2024,439
"Ambitious",2025,2,2023,382
"Ambitious",2025,3,2022,511
"Ambitious",2025,4,2021,351
"Ambitious",2025,5,2020,294
"Ambitious",2025,6,2019,403
"Ambitious",2025,7,2018,570
"Ambitious",2025,8,2017,427
"Ambitious",2025,9,2016,1828
"Ambitious",2026,0,2026,628
"Ambitious",2026,1,2025,757
"Ambitious",2026,2,2024,692
"Ambitious",2026,3,2023,601
"Ambitious",2026,4,2022,804
"Ambitious",2026,5,2021,551
"Ambitious",2026,6,2020,458
"Ambitious",2026,7,2019,622
"Ambitious",2026,8,2018,869
"Ambitious",2026,9,2017,637
"Ambitious",2026,10,2016,2648
"Ambitious",2027,0,2027,828
"Ambitious",2027,1,2026,987
"Ambitious",2027,2,2025,1193
"Ambitious",2027,3,2024,1094
"Ambitious",2027,4,2023,947
"Ambitious",2027,5,2022,1264
"Ambitious",2027,6,2021,861
"Ambitious",2027,7,2020,709
"Ambitious",2027,8,2019,952
"Ambitious",2027,9,2018,1302
"Ambitious",2027,10,2017,927
"Ambitious",2027,11,2016,7367
"Ambitious",2028,0,2028,1245
"Ambitious",2028,1,2027,1291
"Ambitious",2028,2,2026,1549
"Ambitious",2028,3,2025,1880
"Ambitious",2028,4,2024,1730
"Ambitious",2028,5,2023,1490
"Ambitious",2028,6,2022,1982
"Ambitious",2028,7,2021,1339
"Ambitious",2028,8,2020,1089
"Ambitious",2028,9,2019,1433
"Ambitious",2028,10,2018,1902
"Ambitious",2028,11,2017,2591
"Ambitious",2028,12,2016,9511
"Ambitious",2029,0,2029,1822
"Ambitious",2029,1,2028,1904
"Ambitious",2029,2,2027,2007
"Ambitious",2029,3,2026,2428
"Ambitious",2029,4,2025,2966
"Ambitious",2029,5,2024,2736
"Ambitious",2029,6,2023,2340
"Ambitious",2029,7,2022,3095
"Ambitious",2029,8,2021,2063
"Ambitious",2029,9,2020,1645
"Ambitious",2029,10,2019,2104
"Ambitious",2029,11,2018,5346
"Ambitious",2029,12,2017,3339
"Ambitious",2029,13,2016,11284
"Ambitious",2030,0,2030,2596
"Ambitious",2030,1,2029,2717
"Ambitious",2030,2,2028,2887
"Ambitious",2030,3,2027,3112
"Ambitious",2030,4,2026,3804
"Ambitious",2030,5,2025,4678
"Ambitious",2030,6,2024,4319
"Ambitious",2030,7,2023,3656
"Ambitious",2030,8,2022,4789
"Ambitious",2030,9,2021,3130
"Ambitious",2030,10,2020,2425
"Ambitious",2030,11,2019,5943
"Ambitious",2030,12,2018,6859
"Ambitious",2030,13,2017,3952
"Ambitious",2030,14,2016,12030
"Ambitious",2031,0,2031,2022
"Ambitious",2031,1,2030,3746
"Ambitious",2031,2,2029,4001
"Ambitious",2031,3,2028,4347
"Ambitious",2031,4,2027,4812
"Ambitious",2031,5,2026,5952
"Ambitious",2031,6,2025,7361
"Ambitious",2031,7,2024,6690
"Ambitious",2031,8,2023,5530
"Ambitious",2031,9,2022,7130
"Ambitious",2031,10,2021,4514
"Ambitious",2031,11,2020,6665
"Ambitious",2031,12,2019,7561
"Ambitious",2031,13,2018,8078
"Ambitious",2031,14,2017,4201
"Ambitious",2031,15,2016,11304
"Ambitious",2032,0,2032,2483
"Ambitious",2032,1,2031,3120
"Ambitious",2032,2,2030,5331
"Ambitious",2032,3,2029,5847
"Ambitious",2032,4,2028,6525
"Ambitious",2032,5,2027,7434
"Ambitious",2032,6,2026,9297
"Ambitious",2032,7,2025,11384
"Ambitious",2032,8,2024,10127
"Ambitious",2032,9,2023,8163
"Ambitious",2032,10,2022,10220
"Ambitious",2032,11,2021,12351
"Ambitious",2032,12,2020,8442
"Ambitious",2032,13,2019,8831
"Ambitious",2032,14,2018,8545
"Ambitious",2032,15,2017,3935
"Ambitious",2032,16,2016,9243
"Ambitious",2033,0,2033,3227
"Ambitious",2033,1,2032,3831
"Ambitious",2033,2,2031,4783
"Ambitious",2033,3,2030,7548
"Ambitious",2033,4,2029,8548
"Ambitious",2033,5,2028,9813
"Ambitious",2033,6,2027,11482
"Ambitious",2033,7,2026,14285
"Ambitious",2033,8,2025,17123
"Ambitious",2033,9,2024,14798
"Ambitious",2033,10,2023,11581
"Ambitious",2033,11,2022,27826
"Ambitious",2033,12,2021,15602
"Ambitious",2033,13,2020,9838
"Ambitious",2033,14,2019,9278
"Ambitious",2033,15,2018,7969
"Ambitious",2033,16,2017,3207
"Ambitious",2033,17,2016,6562
"Ambitious",2034,0,2034,4731
"Ambitious",2034,1,2033,4957
"Ambitious",2034,2,2032,5867
"Ambitious",2034,3,2031,7284
"Ambitious",2034,4,2030,10757
"Ambitious",2034,5,2029,12600
"Ambitious",2034,6,2028,14840
"Ambitious",2034,7,2027,17486
"Ambitious",2034,8,2026,21334
"Ambitious",2034,9,2025,25088
"Ambitious",2034,10,2024,20976
"Ambitious",2034,11,2023,31525
"Ambitious",2034,12,2022,35153
"Ambitious",2034,13,2021,18167
"Ambitious",2034,14,2020,10333
"Ambitious",2034,15,2019,8610
"Ambitious",2034,16,2018,6473
"Ambitious",2034,17,2017,2270
"Ambitious",2034,18,2016,4078
"Ambitious",2035,0,2035,7249
"Ambitious",2035,1,2034,7161
"Ambitious",2035,2,2033,7539
"Ambitious",2035,3,2032,8903
"Ambitious",2035,4,2031,11031
"Ambitious",2035,5,2030,15564
"Ambitious",2035,6,2029,18795
"Ambitious",2035,7,2028,22262
"Ambitious",2035,8,2027,26131
"Ambitious",2035,9,2026,31236
"Ambitious",2035,10,2025,35832
"Ambitious",2035,11,2024,57511
"Ambitious",2035,12,2023,39772
"Ambitious",2035,13,2022,40986
"Ambitious",2035,14,2021,19086
"Ambitious",2035,15,2020,9598
"Ambitious",2035,16,2019,6975
"Ambitious",2035,17,2018,4570
"Ambitious",2035,18,2017,1407
"Ambitious",2035,19,2016,2259
"Ambitious",2036,0,2036,10993
"Ambitious",2036,1,2035,10830
"Ambitious",2036,2,2034,10677
"Ambitious",2036,3,2033,11329
"Ambitious",2036,4,2032,13391
"Ambitious",2036,5,2031,16652
"Ambitious",2036,6,2030,22910
"Ambitious",2036,7,2029,27936
"Ambitious",2036,8,2028,33016
"Ambitious",2036,9,2027,38383
"Ambitious",2036,10,2026,44652
"Ambitious",2036,11,2025,98260
"Ambitious",2036,12,2024,72629
"Ambitious",2036,13,2023,46347
"Ambitious",2036,14,2022,43133
"Ambitious",2036,15,2021,17741
"Ambitious",2036,16,2020,7784
"Ambitious",2036,17,2019,4917
"Ambitious",2036,18,2018,2830
"Ambitious",2036,19,2017,778
"Ambitious",2036,20,2016,1140
"Ambitious",2037,0,2037,15856
"Ambitious",2037,1,2036,16106
"Ambitious",2037,2,2035,15850
"Ambitious",2037,3,2034,15645
"Ambitious",2037,4,2033,16814
"Ambitious",2037,5,2032,19996
"Ambitious",2037,6,2031,25105
"Ambitious",2037,7,2030,33708
"Ambitious",2037,8,2029,41162
"Ambitious",2037,9,2028,48120
"Ambitious",2037,10,2027,54250
"Ambitious",2037,11,2026,122106
"Ambitious",2037,12,2025,123783
"Ambitious",2037,13,2024,84696
"Ambitious",2037,14,2023,48756
"Ambitious",2037,15,2022,40153
"Ambitious",2037,16,2021,14397
"Ambitious",2037,17,2020,5493
"Ambitious",2037,18,2019,3041
"Ambitious",2037,19,2018,1563
"Ambitious",2037,20,2017,392
"Ambitious",2037,21,2016,536
"Ambitious",2038,0,2038,23728
"Ambitious",2038,1,2037,22839
"Ambitious",2038,2,2036,22963
"Ambitious",2038,3,2035,22657
"Ambitious",2038,4,2034,22532
"Ambitious",2038,5,2033,24695
"Ambitious",2038,6,2032,29715
"Ambitious",2038,7,2031,37315
"Ambitious",2038,8,2030,49246
"Ambitious",2038,9,2029,59694
"Ambitious",2038,10,2028,68302
"Ambitious",2038,11,2027,147934
"Ambitious",2038,12,2026,153457
"Ambitious",2038,13,2025,143973
"Ambitious",2038,14,2024,89106
"Ambitious",2038,15,2023,45366
"Ambitious",2038,16,2022,32624
"Ambitious",2038,17,2021,10164
"Ambitious",2038,18,2020,3400
"Ambitious",2038,19,2019,1680
"Ambitious",2038,20,2018,787
"Ambitious",2038,21,2017,184
"Ambitious",2038,22,2016,240
"Ambitious",2039,0,2039,31754
"Ambitious",2039,1,2038,33457
"Ambitious",2039,2,2037,31830
"Ambitious",2039,3,2036,31745
"Ambitious",2039,4,2035,31651
"Ambitious",2039,5,2034,32016
"Ambitious",2039,6,2033,36017
"Ambitious",2039,7,2032,43459
"Ambitious",2039,8,2031,54625
"Ambitious",2039,9,2030,70908
"Ambitious",2039,10,2029,84398
"Ambitious",2039,11,2028,186339
"Ambitious",2039,12,2027,185029
"Ambitious",2039,13,2026,178155
"Ambitious",2039,14,2025,151130
"Ambitious",2039,15,2024,82880
"Ambitious",2039,16,2023,36836
"Ambitious",2039,17,2022,23058
"Ambitious",2039,18,2021,6295
"Ambitious",2039,19,2020,1878
"Ambitious",2039,20,2019,846
"Ambitious",2039,21,2018,370
"Ambitious",2039,22,2017,81
"Ambitious",2039,23,2016,103
"Ambitious",2040,0,2040,37702
"Ambitious",2040,1,2039,44121
"Ambitious",2040,2,2038,45346
"Ambitious",2040,3,2037,42761
"Ambitious",2040,4,2036,42602
"Ambitious",2040,5,2035,43439
"Ambitious",2040,6,2034,45151
"Ambitious",2040,7,2033,51659
"Ambitious",2040,8,2032,62616
"Ambitious",2040,9,2031,78514
"Ambitious",2040,10,2030,99676
"Ambitious",2040,11,2029,229576
"Ambitious",2040,12,2028,231259
"Ambitious",2040,13,2027,214157
"Ambitious",2040,14,2026,186779
"Ambitious",2040,15,2025,140345
"Ambitious",2040,16,2024,67263
"Ambitious",2040,17,2023,26019
"Ambitious",2040,18,2022,14289
"Ambitious",2040,19,2021,3478
"Ambitious",2040,20,2020,946
"Ambitious",2040,21,2019,398
"Ambitious",2040,22,2018,165
"Ambitious",2040,23,2017,35
"Ambitious",2040,24,2016,44
"Ambitious",2041,0,2041,44487
"Ambitious",2041,1,2040,52195
"Ambitious",2041,2,2039,58723
"Ambitious",2041,3,2038,58889
"Ambitious",2041,4,2037,55485
"Ambitious",2041,5,2036,55920
"Ambitious",2041,6,2035,59115
"Ambitious",2041,7,2034,62720
"Ambitious",2041,8,2033,73067
"Ambitious",2041,9,2032,88750
"Ambitious",2041,10,2031,110043
"Ambitious",2041,11,2030,269954
"Ambitious",2041,12,2029,284295
"Ambitious",2041,13,2028,265985
"Ambitious",2041,14,2027,224140
"Ambitious",2041,15,2026,173325
"Ambitious",2041,16,2025,113792
"Ambitious",2041,17,2024,47491
"Ambitious",2041,18,2023,16115
"Ambitious",2041,19,2022,7899
"Ambitious",2041,20,2021,1753
"Ambitious",2041,21,2020,445
"Ambitious",2041,22,2019,176
"Ambitious",2041,23,2018,70
"Ambitious",2041,24,2017,15
"Ambitious",2041,25,2016,18
"Ambitious",2042,0,2042,52349
"Ambitious",2042,1,2041,61346
"Ambitious",2042,2,2040,69123
"Ambitious",2042,3,2039,74663
"Ambitious",2042,4,2038,73550
"Ambitious",2042,5,2037,70194
"Ambitious",2042,6,2036,72704
"Ambitious",2042,7,2035,79416
"Ambitious",2042,8,2034,86233
"Ambitious",2042,9,2033,101924
"Ambitious",2042,10,2032,123016
"Ambitious",2042,11,2031,297184
"Ambitious",2042,12,2030,333236
"Ambitious",2042,13,2029,326488
"Ambitious",2042,14,2028,277154
"Ambitious",2042,15,2027,207813
"Ambitious",2042,16,2026,140483
"Ambitious",2042,17,2025,80304
"Ambitious",2042,18,2024,29407
"Ambitious",2042,19,2023,8903
"Ambitious",2042,20,2022,3981
"Ambitious",2042,21,2021,819
"Ambitious",2042,22,2020,196
"Ambitious",2042,23,2019,76
"Ambitious",2042,24,2018,30
"Ambitious",2042,25,2017,6
"Ambitious",2042,26,2016,7
"Ambitious",2043,0,2043,59334
"Ambitious",2043,1,2042,71745
"Ambitious",2043,2,2041,80791
"Ambitious",2043,3,2040,87290
"Ambitious",2043,4,2039,91094
"Ambitious",2043,5,2038,89418
"Ambitious",2043,6,2037,87900
"Ambitious",2043,7,2036,93494
"Ambitious",2043,8,2035,106091
"Ambitious",2043,9,2034,117535
"Ambitious",2043,10,2033,139523
"Ambitious",2043,11,2032,329550
"Ambitious",2043,12,2031,365993
"Ambitious",2043,13,2030,381864
"Ambitious",2043,14,2029,339857
"Ambitious",2043,15,2028,256285
"Ambitious",2043,16,2027,168364
"Ambitious",2043,17,2026,99123
"Ambitious",2043,18,2025,49715
"Ambitious",2043,19,2024,16245
"Ambitious",2043,20,2023,4483
"Ambitious",2043,21,2022,1869
"Ambitious",2043,22,2021,366
"Ambitious",2043,23,2020,85
"Ambitious",2043,24,2019,32
"Ambitious",2043,25,2018,12
"Ambitious",2043,26,2017,3
"Ambitious",2043,27,2016,3
"Ambitious",2044,0,2044,63926
"Ambitious",2044,1,2043,80948
"Ambitious",2044,2,2042,93747
"Ambitious",2044,3,2041,101262
"Ambitious",2044,4,2040,105543
"Ambitious",2044,5,2039,108042
"Ambitious",2044,6,2038,107717
"Ambitious",2044,7,2037,108998
"Ambitious",2044,8,2036,120088
"Ambitious",2044,9,2035,141343
"Ambitious",2044,10,2034,158109
"Ambitious",2044,11,2033,370455
"Ambitious",2044,12,2032,403566
"Ambitious",2044,13,2031,418687
"Ambitious",2044,14,2030,396948
"Ambitious",2044,15,2029,314069
"Ambitious",2044,16,2028,207357
"Ambitious",2044,17,2027,118774
"Ambitious",2044,18,2026,61362
"Ambitious",2044,19,2025,27462
"Ambitious",2044,20,2024,8179
"Ambitious",2044,21,2023,2105
"Ambitious",2044,22,2022,832
"Ambitious",2044,23,2021,157
"Ambitious",2044,24,2020,36
"Ambitious",2044,25,2019,13
"Ambitious",2044,26,2018,5
"Ambitious",2045,0,2045,66621
"Ambitious",2045,1,2044,87190
"Ambitious",2045,2,2043,105172
"Ambitious",2045,3,2042,116387
"Ambitious",2045,4,2041,121256
"Ambitious",2045,5,2040,123748
"Ambitious",2045,6,2039,126912
"Ambitious",2045,7,2038,128766
"Ambitious",2045,8,2037,135345
"Ambitious",2045,9,2036,154776
"Ambitious",2045,10,2035,186987
"Ambitious",2045,11,2034,414731
"Ambitious",2045,12,2033,450887
"Ambitious",2045,13,2032,459959
"Ambitious",2045,14,2031,434728
"Ambitious",2045,15,2030,366513
"Ambitious",2045,16,2029,254014
"Ambitious",2045,17,2028,146202
"Ambitious",2045,18,2027,73520
"Ambitious",2045,19,2026,33894
"Ambitious",2045,20,2025,13831
"Ambitious",2045,21,2024,3840
"Ambitious",2045,22,2023,940
"Ambitious",2045,23,2022,357
"Ambitious",2045,24,2021,66
"Ambitious",2045,25,2020,15
"Ambitious",2045,26,2019,5
"Ambitious",2046,0,2046,70125
"Ambitious",2046,1,2045,91208
"Ambitious",2046,2,2044,113229
"Ambitious",2046,3,2043,129706
"Ambitious",2046,4,2042,137860
"Ambitious",2046,5,2041,140506
"Ambitious",2046,6,2040,143366
"Ambitious",2046,7,2039,147906
"Ambitious",2046,8,2038,154522
"Ambitious",2046,9,2037,169287
"Ambitious",2046,10,2036,199489
"Ambitious",2046,11,2035,484931
"Ambitious",2046,12,2034,500637
"Ambitious",2046,13,2033,511859
"Ambitious",2046,14,2032,476472
"Ambitious",2046,15,2031,401105
"Ambitious",2046,16,2030,296283
"Ambitious",2046,17,2029,179063
"Ambitious",2046,18,2028,90481
"Ambitious",2046,19,2027,40611
"Ambitious",2046,20,2026,17075
"Ambitious",2046,21,2025,6496
"Ambitious",2046,22,2024,1714
"Ambitious",2046,23,2023,404
"Ambitious",2046,24,2022,151
"Ambitious",2046,25,2021,27
"Ambitious",2046,26,2020,6
"Ambitious",2047,0,2047,75313
"Ambitious",2047,1,2046,96243
"Ambitious",2047,2,2045,118923
"Ambitious",2047,3,2044,139520
"Ambitious",2047,4,2043,152509
"Ambitious",2047,5,2042,157877
"Ambitious",2047,6,2041,160610
"Ambitious",2047,7,2040,164478
"Ambitious",2047,8,2039,173060
"Ambitious",2047,9,2038,187366
"Ambitious",2047,10,2037,212848
"Ambitious",2047,11,2036,507614
"Ambitious",2047,12,2035,580957
"Ambitious",2047,13,2034,565343
"Ambitious",2047,14,2033,528937
"Ambitious",2047,15,2032,439002
"Ambitious",2047,16,2031,324096
"Ambitious",2047,17,2030,208786
"Ambitious",2047,18,2029,110800
"Ambitious",2047,19,2028,49979
"Ambitious",2047,20,2027,20459
"Ambitious",2047,21,2026,8020
"Ambitious",2047,22,2025,2902
"Ambitious",2047,23,2024,738
"Ambitious",2047,24,2023,169
"Ambitious",2047,25,2022,63
"Ambitious",2047,26,2021,11
"Ambitious",2047,27,2020,2
"Ambitious",2048,0,2048,79959
"Ambitious",2048,1,2047,103235
"Ambitious",2048,2,2046,125779
"Ambitious",2048,3,2045,147059
"Ambitious",2048,4,2044,163789
"Ambitious",2048,5,2043,173283
"Ambitious",2048,6,2042,178280
"Ambitious",2048,7,2041,181585
"Ambitious",2048,8,2040,189225
"Ambitious",2048,9,2039,204795
"Ambitious",2048,10,2038,229388
"Ambitious",2048,11,2037,531496
"Ambitious",2048,12,2036,600044
"Ambitious",2048,13,2035,652909
"Ambitious",2048,14,2034,582310
"Ambitious",2048,15,2033,486627
"Ambitious",2048,16,2032,354421
"Ambitious",2048,17,2031,228330
"Ambitious",2048,18,2030,129175
"Ambitious",2048,19,2029,61198
"Ambitious",2048,20,2028,25180
"Ambitious",2048,21,2027,9607
"Ambitious",2048,22,2026,3581
"Ambitious",2048,23,2025,1251
"Ambitious",2048,24,2024,311
"Ambitious",2048,25,2023,70
"Ambitious",2048,26,2022,26
"Ambitious",2048,27,2021,5
"Ambitious",2049,0,2049,83301
"Ambitious",2049,1,2048,109322
"Ambitious",2049,2,2047,134638
"Ambitious",2049,3,2046,155771
"Ambitious",2049,4,2045,173032
"Ambitious",2049,5,2044,185600
"Ambitious",2049,6,2043,194054
"Ambitious",2049,7,2042,199035
"Ambitious",2049,8,2041,205683
"Ambitious",2049,9,2040,220115
"Ambitious",2049,10,2039,245275
"Ambitious",2049,11,2038,560926
"Ambitious",2049,12,2037,619740
"Ambitious",2049,13,2036,668422
"Ambitious",2049,14,2035,670557
"Ambitious",2049,15,2034,534694
"Ambitious",2049,16,2033,392532
"Ambitious",2049,17,2032,249574
"Ambitious",2049,18,2031,141247
"Ambitious",2049,19,2030,71337
"Ambitious",2049,20,2029,30830
"Ambitious",2049,21,2028,11826
"Ambitious",2049,22,2027,4290
"Ambitious",2049,23,2026,1546
"Ambitious",2049,24,2025,526
"Ambitious",2049,25,2024,128
"Ambitious",2049,26,2023,29
"Ambitious",2049,27,2022,11
"Ambitious",2050,0,2050,78877
"Ambitious",2050,1,2049,113362
"Ambitious",2050,2,2048,142066
"Ambitious",2050,3,2047,166212
"Ambitious",2050,4,2046,183275
"Ambitious",2050,5,2045,196113
"Ambitious",2050,6,2044,206979
"Ambitious",2050,7,2043,214682
"Ambitious",2050,8,2042,222463
"Ambitious",2050,9,2041,235453
"Ambitious",2050,10,2040,259403
"Ambitious",2050,11,2039,589044
"Ambitious",2050,12,2038,643905
