"Scenario","Year","age","modelYear","LIB"
"Baseline",2050,21,2029,7013
"Baseline",2050,22,2028,2576
"Baseline",2050,23,2027,923
"Baseline",2050,24,2026,321
"Baseline",2050,25,2025,109
"Baseline",2050,26,2024,37
"Baseline",2050,27,2023,12
"Baseline",2050,28,2022,4
"Momentum",2022,0,2022,263
"Momentum",2022,1,2021,182
"Momentum",2022,2,2020,153
"Momentum",2022,3,2019,212
"Momentum",2022,4,2018,305
"Momentum",2022,5,2017,235
"Momentum",2022,6,2016,1051
"Momentum",2023,0,2023,154
"Momentum",2023,1,2022,206
"Momentum",2023,2,2021,142
"Momentum",2023,3,2020,120
"Momentum",2023,4,2019,166
"Momentum",2023,5,2018,238
"Momentum",2023,6,2017,182
"Momentum",2023,7,2016,807
"Momentum",2024,0,2024,221
"Momentum",2024,1,2023,242
"Momentum",2024,2,2022,325
"Momentum",2024,3,2021,224
"Momentum",2024,4,2020,188
"Momentum",2024,5,2019,259
"Momentum",2024,6,2018,369
"Momentum",2024,7,2017,280
"Momentum",2024,8,2016,1226
"Momentum",2025,0,2025,321
"Momentum",2025,1,2024,349
"Momentum",2025,2,2023,382
"Momentum",2025,3,2022,511
"Momentum",2025,4,2021,351
"Momentum",2025,5,2020,294
"Momentum",2025,6,2019,403
"Momentum",2025,7,2018,570
"Momentum",2025,8,2017,427
"Momentum",2025,9,2016,1828
"Momentum",2026,0,2026,474
"Momentum",2026,1,2025,505
"Momentum",2026,2,2024,550
"Momentum",2026,3,2023,601
"Momentum",2026,4,2022,804
"Momentum",2026,5,2021,551
"Momentum",2026,6,2020,458
"Momentum",2026,7,2019,622
"Momentum",2026,8,2018,869
"Momentum",2026,9,2017,637
"Momentum",2026,10,2016,2648
"Momentum",2027,0,2027,709
"Momentum",2027,1,2026,742
"Momentum",2027,2,2025,795
"Momentum",2027,3,2024,868
"Momentum",2027,4,2023,947
"Momentum",2027,5,2022,1264
"Momentum",2027,6,2021,861
"Momentum",2027,7,2020,709
"Momentum",2027,8,2019,952
"Momentum",2027,9,2018,1302
"Momentum",2027,10,2017,927
"Momentum",2027,11,2016,7367
"Momentum",2028,0,2028,1058
"Momentum",2028,1,2027,1102
"Momentum",2028,2,2026,1162
"Momentum",2028,3,2025,1251
"Momentum",2028,4,2024,1372
"Momentum",2028,5,2023,1490
"Momentum",2028,6,2022,1982
"Momentum",2028,7,2021,1339
"Momentum",2028,8,2020,1089
"Momentum",2028,9,2019,1433
"Momentum",2028,10,2018,1902
"Momentum",2028,11,2017,2591
"Momentum",2028,12,2016,9511
"Momentum",2029,0,2029,1644
"Momentum",2029,1,2028,1607
"Momentum",2029,2,2027,1708
"Momentum",2029,3,2026,1815
"Momentum",2029,4,2025,1968
"Momentum",2029,5,2024,2167
"Momentum",2029,6,2023,2340
"Momentum",2029,7,2022,3095
"Momentum",2029,8,2021,2063
"Momentum",2029,9,2020,1645
"Momentum",2029,10,2019,2104
"Momentum",2029,11,2018,5346
"Momentum",2029,12,2017,3339
"Momentum",2029,13,2016,11284
"Momentum",2030,0,2030,2390
"Momentum",2030,1,2029,2429
"Momentum",2030,2,2028,2413
"Momentum",2030,3,2027,2634
"Momentum",2030,4,2026,2830
"Momentum",2030,5,2025,3091
"Momentum",2030,6,2024,3415
"Momentum",2030,7,2023,3656
"Momentum",2030,8,2022,4789
"Momentum",2030,9,2021,3130
"Momentum",2030,10,2020,2425
"Momentum",2030,11,2019,5943
"Momentum",2030,12,2018,6859
"Momentum",2030,13,2017,3952
"Momentum",2030,14,2016,12030
"Momentum",2031,0,2031,1862
"Momentum",2031,1,2030,3396
"Momentum",2031,2,2029,3532
"Momentum",2031,3,2028,3587
"Momentum",2031,4,2027,4050
"Momentum",2031,5,2026,4403
"Momentum",2031,6,2025,4843
"Momentum",2031,7,2024,5287
"Momentum",2031,8,2023,5560
"Momentum",2031,9,2022,7130
"Momentum",2031,10,2021,4525
"Momentum",2031,11,2020,6717
"Momentum",2031,12,2019,7561
"Momentum",2031,13,2018,8078
"Momentum",2031,14,2017,4201
"Momentum",2031,15,2016,11304
"Momentum",2032,0,2032,2355
"Momentum",2032,1,2031,2847
"Momentum",2032,2,2030,4736
"Momentum",2032,3,2029,5080
"Momentum",2032,4,2028,5305
"Momentum",2032,5,2027,6215
"Momentum",2032,6,2026,6833
"Momentum",2032,7,2025,7452
"Momentum",2032,8,2024,8015
"Momentum",2032,9,2023,8239
"Momentum",2032,10,2022,10259
"Momentum",2032,11,2021,12429
"Momentum",2032,12,2020,8496
"Momentum",2032,13,2019,8831
"Momentum",2032,14,2018,8545
"Momentum",2032,15,2017,3935
"Momentum",2032,16,2016,9243
"Momentum",2033,0,2033,3019
"Momentum",2033,1,2032,3597
"Momentum",2033,2,2031,4312
"Momentum",2033,3,2030,6542
"Momentum",2033,4,2029,7293
"Momentum",2033,5,2028,7853
"Momentum",2033,6,2027,9534
"Momentum",2033,7,2026,10432
"Momentum",2033,8,2025,11220
"Momentum",2033,9,2024,11734
"Momentum",2033,10,2023,11687
"Momentum",2033,11,2022,27987
"Momentum",2033,12,2021,15677
"Momentum",2033,13,2020,9882
"Momentum",2033,14,2019,9278
"Momentum",2033,15,2018,7969
"Momentum",2033,16,2017,3207
"Momentum",2033,17,2016,6562
"Momentum",2034,0,2034,4364
"Momentum",2034,1,2033,4594
"Momentum",2034,2,2032,5433
"Momentum",2034,3,2031,6469
"Momentum",2034,4,2030,9077
"Momentum",2034,5,2029,10558
"Momentum",2034,6,2028,11700
"Momentum",2034,7,2027,14429
"Momentum",2034,8,2026,15545
"Momentum",2034,9,2025,16372
"Momentum",2034,10,2024,16667
"Momentum",2034,11,2023,31697
"Momentum",2034,12,2022,35313
"Momentum",2034,13,2021,18225
"Momentum",2034,14,2020,10359
"Momentum",2034,15,2019,8610
"Momentum",2034,16,2018,6473
"Momentum",2034,17,2017,2270
"Momentum",2034,18,2016,4078
"Momentum",2035,0,2035,6604
"Momentum",2035,1,2034,6522
"Momentum",2035,2,2033,6899
"Momentum",2035,3,2032,8108
"Momentum",2035,4,2031,9632
"Momentum",2035,5,2030,12797
"Momentum",2035,6,2029,15495
"Momentum",2035,7,2028,17326
"Momentum",2035,8,2027,21506
"Momentum",2035,9,2026,22680
"Momentum",2035,10,2025,23243
"Momentum",2035,11,2024,45561
"Momentum",2035,12,2023,39877
"Momentum",2035,13,2022,41116
"Momentum",2035,14,2021,19118
"Momentum",2035,15,2020,9605
"Momentum",2035,16,2019,6975
"Momentum",2035,17,2018,4570
"Momentum",2035,18,2017,1407
"Momentum",2035,19,2016,2259
"Momentum",2036,0,2036,9416
"Momentum",2036,1,2035,9653
"Momentum",2036,2,2034,9557
"Momentum",2036,3,2033,10202
"Momentum",2036,4,2032,11968
"Momentum",2036,5,2031,14293
"Momentum",2036,6,2030,18417
"Momentum",2036,7,2029,22727
"Momentum",2036,8,2028,25432
"Momentum",2036,9,2027,31431
"Momentum",2036,10,2026,32461
"Momentum",2036,11,2025,63457
"Momentum",2036,12,2024,57268
"Momentum",2036,13,2023,46383
"Momentum",2036,14,2022,43212
"Momentum",2036,15,2021,17747
"Momentum",2036,16,2020,7780
"Momentum",2036,17,2019,4917
"Momentum",2036,18,2018,2830
"Momentum",2036,19,2017,778
"Momentum",2036,20,2016,1140
"Momentum",2037,0,2037,11907
"Momentum",2037,1,2036,13563
"Momentum",2037,2,2035,13746
"Momentum",2037,3,2034,13705
"Momentum",2037,4,2033,14868
"Momentum",2037,5,2032,17537
"Momentum",2037,6,2031,21212
"Momentum",2037,7,2030,26606
"Momentum",2037,8,2029,33140
"Momentum",2037,9,2028,36779
"Momentum",2037,10,2027,44503
"Momentum",2037,11,2026,88204
"Momentum",2037,12,2025,79666
"Momentum",2037,13,2024,66524
"Momentum",2037,14,2023,48744
"Momentum",2037,15,2022,40181
"Momentum",2037,16,2021,14388
"Momentum",2037,17,2020,5485
"Momentum",2037,18,2019,3041
"Momentum",2037,19,2018,1563
"Momentum",2037,20,2017,392
"Momentum",2037,21,2016,536
"Momentum",2038,0,2038,16296
"Momentum",2038,1,2037,17095
"Momentum",2038,2,2036,18938
"Momentum",2038,3,2035,19040
"Momentum",2038,4,2034,19267
"Momentum",2038,5,2033,21434
"Momentum",2038,6,2032,25628
"Momentum",2038,7,2031,31116
"Momentum",2038,8,2030,38322
"Momentum",2038,9,2029,47693
"Momentum",2038,10,2028,51911
"Momentum",2038,11,2027,120657
"Momentum",2038,12,2026,110295
"Momentum",2038,13,2025,92453
"Momentum",2038,14,2024,69790
"Momentum",2038,15,2023,45333
"Momentum",2038,16,2022,32616
"Momentum",2038,17,2021,10152
"Momentum",2038,18,2020,3393
"Momentum",2038,19,2019,1680
"Momentum",2038,20,2018,787
"Momentum",2038,21,2017,184
"Momentum",2038,22,2016,240
"Momentum",2039,0,2039,21719
"Momentum",2039,1,2038,23145
"Momentum",2039,2,2037,23739
"Momentum",2039,3,2036,25582
"Momentum",2039,4,2035,25742
"Momentum",2039,5,2034,26729
"Momentum",2039,6,2033,30751
"Momentum",2039,7,2032,36982
"Momentum",2039,8,2031,45092
"Momentum",2039,9,2030,54599
"Momentum",2039,10,2029,67066
"Momentum",2039,11,2028,140527
"Momentum",2039,12,2027,150435
"Momentum",2039,13,2026,127602
"Momentum",2039,14,2025,96918
"Momentum",2039,15,2024,64794
"Momentum",2039,16,2023,36804
"Momentum",2039,17,2022,23037
"Momentum",2039,18,2021,6286
"Momentum",2039,19,2020,1874
"Momentum",2039,20,2019,846
"Momentum",2039,21,2018,370
"Momentum",2039,22,2017,81
"Momentum",2039,23,2016,103
"Momentum",2040,0,2040,27825
"Momentum",2040,1,2039,30550
"Momentum",2040,2,2038,31668
"Momentum",2040,3,2037,31791
"Momentum",2040,4,2036,33558
"Momentum",2040,5,2035,34283
"Momentum",2040,6,2034,36939
"Momentum",2040,7,2033,43558
"Momentum",2040,8,2032,52781
"Momentum",2040,9,2031,64350
"Momentum",2040,10,2030,76179
"Momentum",2040,11,2029,181770
"Momentum",2040,12,2028,174145
"Momentum",2040,13,2027,173755
"Momentum",2040,14,2026,133501
"Momentum",2040,15,2025,89933
"Momentum",2040,16,2024,52530
"Momentum",2040,17,2023,25996
"Momentum",2040,18,2022,14266
"Momentum",2040,19,2021,3472
"Momentum",2040,20,2020,944
"Momentum",2040,21,2019,398
"Momentum",2040,22,2018,165
"Momentum",2040,23,2017,35
"Momentum",2040,24,2016,44
"Momentum",2041,0,2041,34582
"Momentum",2041,1,2040,38797
"Momentum",2041,2,2039,41251
"Momentum",2041,3,2038,41598
"Momentum",2041,4,2037,41168
"Momentum",2041,5,2036,43195
"Momentum",2041,6,2035,45521
"Momentum",2041,7,2034,50562
"Momentum",2041,8,2033,61120
"Momentum",2041,9,2032,74374
"Momentum",2041,10,2031,89780
"Momentum",2041,11,2030,205303
"Momentum",2041,12,2029,224566
"Momentum",2041,13,2028,200194
"Momentum",2041,14,2027,181645
"Momentum",2041,15,2026,123754
"Momentum",2041,16,2025,72888
"Momentum",2041,17,2024,37069
"Momentum",2041,18,2023,16103
"Momentum",2041,19,2022,7883
"Momentum",2041,20,2021,1749
"Momentum",2041,21,2020,444
"Momentum",2041,22,2019,176
"Momentum",2041,23,2018,70
"Momentum",2041,24,2017,15
"Momentum",2041,25,2016,18
"Momentum",2042,0,2042,39870
"Momentum",2042,1,2041,47723
"Momentum",2042,2,2040,51786
"Momentum",2042,3,2039,53267
"Momentum",2042,4,2038,52606
"Momentum",2042,5,2037,52052
"Momentum",2042,6,2036,55335
"Momentum",2042,7,2035,60029
"Momentum",2042,8,2034,68875
"Momentum",2042,9,2033,84911
"Momentum",2042,10,2032,102769
"Momentum",2042,11,2031,241827
"Momentum",2042,12,2030,252628
"Momentum",2042,13,2029,257528
"Momentum",2042,14,2028,208595
"Momentum",2042,15,2027,168325
"Momentum",2042,16,2026,100259
"Momentum",2042,17,2025,51426
"Momentum",2042,18,2024,22948
"Momentum",2042,19,2023,8898
"Momentum",2042,20,2022,3972
"Momentum",2042,21,2021,820
"Momentum",2042,22,2020,196
"Momentum",2042,23,2019,76
"Momentum",2042,24,2018,30
"Momentum",2042,25,2017,6
"Momentum",2042,26,2016,7
"Momentum",2043,0,2043,46877
"Momentum",2043,1,2042,54919
"Momentum",2043,2,2041,62922
"Momentum",2043,3,2040,65916
"Momentum",2043,4,2039,65971
"Momentum",2043,5,2038,64728
"Momentum",2043,6,2037,65213
"Momentum",2043,7,2036,70411
"Momentum",2043,8,2035,79110
"Momentum",2043,9,2034,93391
"Momentum",2043,10,2033,116054
"Momentum",2043,11,2032,274935
"Momentum",2043,12,2031,297394
"Momentum",2043,13,2030,288936
"Momentum",2043,14,2029,267854
"Momentum",2043,15,2028,192905
"Momentum",2043,16,2027,136348
"Momentum",2043,17,2026,70729
"Momentum",2043,18,2025,31832
"Momentum",2043,19,2024,12675
"Momentum",2043,20,2023,4480
"Momentum",2043,21,2022,1865
"Momentum",2043,22,2021,363
"Momentum",2043,23,2020,85
"Momentum",2043,24,2019,32
"Momentum",2043,25,2018,12
"Momentum",2043,26,2017,3
"Momentum",2043,27,2016,3
"Momentum",2044,0,2044,51421
"Momentum",2044,1,2043,64070
"Momentum",2044,2,2042,72181
"Momentum",2044,3,2041,78985
"Momentum",2044,4,2040,80265
"Momentum",2044,5,2039,79264
"Momentum",2044,6,2038,78758
"Momentum",2044,7,2037,80910
"Momentum",2044,8,2036,89726
"Momentum",2044,9,2035,104334
"Momentum",2044,10,2034,125292
"Momentum",2044,11,2033,308058
"Momentum",2044,12,2032,336520
"Momentum",2044,13,2031,339964
"Momentum",2044,14,2030,300010
"Momentum",2044,15,2029,247416
"Momentum",2044,16,2028,156085
"Momentum",2044,17,2027,96185
"Momentum",2044,18,2026,43783
"Momentum",2044,19,2025,17583
"Momentum",2044,20,2024,6381
"Momentum",2044,21,2023,2102
"Momentum",2044,22,2022,830
"Momentum",2044,23,2021,157
"Momentum",2044,24,2020,36
"Momentum",2044,25,2019,13
"Momentum",2044,26,2018,5
"Momentum",2045,0,2045,56820
"Momentum",2045,1,2044,70224
"Momentum",2045,2,2043,83424
"Momentum",2045,3,2042,90162
"Momentum",2045,4,2041,94748
"Momentum",2045,5,2040,94631
"Momentum",2045,6,2039,94024
"Momentum",2045,7,2038,94829
"Momentum",2045,8,2037,100447
"Momentum",2045,9,2036,114886
"Momentum",2045,10,2035,136972
"Momentum",2045,11,2034,328195
"Momentum",2045,12,2033,375024
"Momentum",2045,13,2032,383506
"Momentum",2045,14,2031,352863
"Momentum",2045,15,2030,276827
"Momentum",2045,16,2029,200056
"Momentum",2045,17,2028,110048
"Momentum",2045,18,2027,59538
"Momentum",2045,19,2026,24185
"Momentum",2045,20,2025,8853
"Momentum",2045,21,2024,2997
"Momentum",2045,22,2023,938
"Momentum",2045,23,2022,358
"Momentum",2045,24,2021,66
"Momentum",2045,25,2020,15
"Momentum",2045,26,2019,5
"Momentum",2046,0,2046,59834
"Momentum",2046,1,2045,77249
"Momentum",2046,2,2044,91283
"Momentum",2046,3,2043,103110
"Momentum",2046,4,2042,107398
"Momentum",2046,5,2041,109959
"Momentum",2046,6,2040,110015
"Momentum",2046,7,2039,110289
"Momentum",2046,8,2038,114308
"Momentum",2046,9,2037,125490
"Momentum",2046,10,2036,147240
"Momentum",2046,11,2035,353211
"Momentum",2046,12,2034,395869
"Momentum",2046,13,2033,425873
"Momentum",2046,14,2032,397288
"Momentum",2046,15,2031,325516
"Momentum",2046,16,2030,223700
"Momentum",2046,17,2029,141008
"Momentum",2046,18,2028,68101
"Momentum",2046,19,2027,32888
"Momentum",2046,20,2026,12184
"Momentum",2046,21,2025,4157
"Momentum",2046,22,2024,1338
"Momentum",2046,23,2023,404
"Momentum",2046,24,2022,150
"Momentum",2046,25,2021,27
"Momentum",2046,26,2020,6
"Momentum",2047,0,2047,60876
"Momentum",2047,1,2046,81212
"Momentum",2047,2,2045,99846
"Momentum",2047,3,2044,112485
"Momentum",2047,4,2043,121432
"Momentum",2047,5,2042,123506
"Momentum",2047,6,2041,125768
"Momentum",2047,7,2040,126375
"Momentum",2047,8,2039,129513
"Momentum",2047,9,2038,138931
"Momentum",2047,10,2037,157487
"Momentum",2047,11,2036,372932
"Momentum",2047,12,2035,421400
"Momentum",2047,13,2034,446834
"Momentum",2047,14,2033,440201
"Momentum",2047,15,2032,366069
"Momentum",2047,16,2031,262997
"Momentum",2047,17,2030,157602
"Momentum",2047,18,2029,87243
"Momentum",2047,19,2028,37615
"Momentum",2047,20,2027,16569
"Momentum",2047,21,2026,5719
"Momentum",2047,22,2025,1855
"Momentum",2047,23,2024,576
"Momentum",2047,24,2023,169
"Momentum",2047,25,2022,62
"Momentum",2047,26,2021,11
"Momentum",2047,27,2020,2
"Momentum",2048,0,2048,59134
"Momentum",2048,1,2047,82618
"Momentum",2048,2,2046,104729
"Momentum",2048,3,2045,122207
"Momentum",2048,4,2044,131861
"Momentum",2048,5,2043,138007
"Momentum",2048,6,2042,139736
"Momentum",2048,7,2041,142046
"Momentum",2048,8,2040,145265
"Momentum",2048,9,2039,153499
"Momentum",2048,10,2038,170240
"Momentum",2048,11,2037,392455
"Momentum",2048,12,2036,439244
"Momentum",2048,13,2035,472238
"Momentum",2048,14,2034,460123
"Momentum",2048,15,2033,405067
"Momentum",2048,16,2032,295557
"Momentum",2048,17,2031,185279
"Momentum",2048,18,2030,97494
"Momentum",2048,19,2029,48185
"Momentum",2048,20,2028,18950
"Momentum",2048,21,2027,7782
"Momentum",2048,22,2026,2554
"Momentum",2048,23,2025,801
"Momentum",2048,24,2024,241
"Momentum",2048,25,2023,70
"Momentum",2048,26,2022,26
"Momentum",2048,27,2021,5
"Momentum",2049,0,2049,57079
"Momentum",2049,1,2048,80612
"Momentum",2049,2,2047,106518
"Momentum",2049,3,2046,127803
"Momentum",2049,4,2045,142183
"Momentum",2049,5,2044,148932
"Momentum",2049,6,2043,154292
"Momentum",2049,7,2042,155910
"Momentum",2049,8,2041,160432
"Momentum",2049,9,2040,168560
"Momentum",2049,10,2039,183884
"Momentum",2049,11,2038,416294
"Momentum",2049,12,2037,456750
"Momentum",2049,13,2036,488022
"Momentum",2049,14,2035,484093
"Momentum",2049,15,2034,422430
"Momentum",2049,16,2033,326785
"Momentum",2049,17,2032,208132
"Momentum",2049,18,2031,114611
"Momentum",2049,19,2030,53837
"Momentum",2049,20,2029,24274
"Momentum",2049,21,2028,8900
"Momentum",2049,22,2027,3475
"Momentum",2049,23,2026,1102
"Momentum",2049,24,2025,335
"Momentum",2049,25,2024,100
"Momentum",2049,26,2023,29
"Momentum",2049,27,2022,10
"Momentum",2050,0,2050,54477
"Momentum",2050,1,2049,78198
"Momentum",2050,2,2048,104452
"Momentum",2050,3,2047,129934
"Momentum",2050,4,2046,148168
"Momentum",2050,5,2045,159345
"Momentum",2050,6,2044,165294
"Momentum",2050,7,2043,170101
"Momentum",2050,8,2042,173796
"Momentum",2050,9,2041,182857
"Momentum",2050,10,2040,197992
"Momentum",2050,11,2039,440998
"Momentum",2050,12,2038,477689
"Momentum",2050,13,2037,503367
"Momentum",2050,14,2036,497561
"Momentum",2050,15,2035,443227
"Momentum",2050,16,2034,340329
"Momentum",2050,17,2033,230014
"Momentum",2050,18,2032,128719
"Momentum",2050,19,2031,63287
"Momentum",2050,20,2030,27119
"Momentum",2050,21,2029,11405
"Momentum",2050,22,2028,3974
"Momentum",2050,23,2027,1497
"Momentum",2050,24,2026,464
"Momentum",2050,25,2025,139
"Momentum",2050,26,2024,41
"Momentum",2050,27,2023,12
"Momentum",2050,28,2022,4
